order_id,line_number,product_id,quantity,unit_price,discount_amount,tax_amount,order_date,customer_id,channel_id,order_status,product_name,category_id,category_name
100008,4,98,3,131544.36,19731.65,78729.3,2025-08-08 08:30:26,78,4,delivered,Pampa Wearables 098,12,Wearables
100009,1,4,2,54336.32,0.0,22821.25,2025-06-02 00:18:30,174,2,paid,Lago Pantalones 004,7,Pantalones
100010,1,23,3,108377.6,6502.66,66912.33,2025-08-21 04:26:03,15,2,canceled,Norte Zapatillas 023,8,Zapatillas
100011,1,20,3,21220.82,4456.37,12433.28,2025-07-03 10:43:29,230,1,delivered,Andina Wearables 020,12,Wearables
100011,2,71,2,105622.72,25349.45,39038.16,2025-07-03 10:43:29,230,1,delivered,Lago Zapatillas 071,8,Zapatillas
100011,3,83,2,141513.24,5660.53,58246.85,2025-07-03 10:43:29,230,1,delivered,Lago Gorras 083,11,Gorras
100011,4,19,2,115564.07,0.0,48536.91,2025-07-03 10:43:29,230,1,delivered,Río Pantalones 019,7,Pantalones
100012,1,10,3,148480.89,31180.99,86994.95,2025-08-03 05:25:10,65,4,created,Estilo Gorras 010,11,Gorras
100013,1,1,2,112524.82,27005.96,41589.17,2025-06-09 19:39:55,123,4,shipped,Andina Remeras 001,6,Remeras
100013,2,124,1,144899.54,14489.95,27386.01,2025-06-09 19:39:55,123,4,shipped,Cordillera Pantalones 124,7,Pantalones
100014,1,113,3,41597.83,2495.87,25682.5,2025-07-16 17:42:46,100,1,shipped,Río Remeras 113,6,Remeras
100015,1,5,2,57052.01,11410.4,21565.66,2025-06-05 05:09:18,149,2,delivered,Pampa Gorras 005,11,Gorras
100015,2,12,1,100038.61,12004.63,18487.14,2025-06-05 05:09:18,149,2,delivered,Norte Mochilas 012,10,Mochilas
100015,3,34,1,32535.19,650.7,6695.74,2025-06-05 05:09:18,149,2,delivered,Sur Wearables 034,12,Wearables
100015,4,13,2,113023.4,0.0,47469.83,2025-06-05 05:09:18,149,2,delivered,Norte Pantalones 013,7,Pantalones
100016,1,44,3,41412.58,6211.89,24785.43,2025-07-06 05:08:32,45,3,pending,Cordillera Botas 044,9,Botas
100016,2,142,1,119648.89,8375.42,23367.43,2025-07-06 05:08:32,45,3,pending,Pampa Mochilas 142,10,Mochilas
100016,3,63,3,37572.9,0.0,23670.93,2025-07-06 05:08:32,45,3,pending,Estilo Zapatillas 063,8,Zapatillas
100016,4,35,1,13288.96,1594.68,2455.8,2025-07-06 05:08:32,45,3,pending,Río Camperas 035,5,Camperas
100017,1,107,3,68677.25,14422.22,40238.0,2025-06-12 23:43:46,2,1,paid,Estilo Botas 107,9,Botas
100017,2,33,1,139345.12,2786.9,28677.23,2025-06-12 23:43:46,2,1,paid,Estilo Gorras 033,11,Gorras
100017,3,70,3,39001.57,8190.33,22851.02,2025-06-12 23:43:46,2,1,paid,Estilo Remeras 070,6,Remeras
100018,1,90,2,79910.95,0.0,33562.6,2025-06-12 22:50:07,184,4,shipped,Andina Botas 090,9,Botas
100018,2,143,1,124250.51,2485.01,25570.75,2025-06-12 22:50:07,184,4,shipped,Lago Botas 143,9,Botas
100018,3,31,3,145504.46,0.0,91667.81,2025-06-12 22:50:07,184,4,shipped,Andina Camperas 031,5,Camperas
100019,1,125,3,109754.35,0.0,69145.24,2025-06-23 05:45:15,190,1,delivered,Andina Wearables 125,12,Wearables
100020,1,52,2,37323.91,1492.96,15362.52,2025-08-20 13:03:21,35,4,delivered,Norte Botas 052,9,Botas
100020,2,9,3,93324.0,27997.2,52914.71,2025-08-20 13:03:21,35,4,delivered,Pampa Botas 009,9,Botas
100020,3,16,2,91403.82,3656.15,37621.81,2025-08-20 13:03:21,35,4,delivered,Lago Gorras 016,11,Gorras
100021,1,112,3,101074.61,6064.48,62403.46,2025-07-02 09:01:23,187,4,delivered,Estilo Wearables 112,12,Wearables
100021,2,39,3,50845.69,0.0,32032.78,2025-07-02 09:01:23,187,4,delivered,Cordillera Botas 039,9,Botas
100021,3,107,1,68677.25,0.0,14422.22,2025-07-02 09:01:23,187,4,delivered,Estilo Botas 107,9,Botas
100022,1,119,1,138670.88,16640.51,25626.38,2025-08-14 00:53:19,42,4,delivered,Norte Gorras 119,11,Gorras
100022,2,104,1,9732.78,486.64,1941.69,2025-08-14 00:53:19,42,4,delivered,Estilo Wearables 104,12,Wearables
100022,3,119,3,138670.88,49921.52,76879.14,2025-08-14 00:53:19,42,4,delivered,Norte Gorras 119,11,Gorras
100022,4,1,3,112524.82,0.0,70890.64,2025-08-14 00:53:19,42,4,delivered,Andina Remeras 001,6,Remeras
100023,1,36,2,14935.59,597.42,6147.49,2025-08-11 02:26:22,94,3,paid,Sur Remeras 036,6,Remeras
100023,2,139,1,113384.73,13606.17,20953.5,2025-08-11 02:26:22,94,3,paid,Río Botas 139,9,Botas
100024,1,71,1,105622.72,0.0,22180.77,2025-07-05 18:20:03,195,2,paid,Lago Zapatillas 071,8,Zapatillas
100024,2,96,2,47955.74,6713.8,18731.51,2025-07-05 18:20:03,195,2,paid,Norte Remeras 096,6,Remeras
100024,3,125,3,109754.35,32926.31,62230.72,2025-07-05 18:20:03,195,2,paid,Andina Wearables 125,12,Wearables
100024,4,32,2,130374.31,31289.83,48186.34,2025-07-05 18:20:03,195,2,paid,Norte Wearables 032,12,Wearables
100025,1,101,1,117475.56,5873.78,23436.37,2025-07-29 03:10:43,205,1,paid,Norte Gorras 101,11,Gorras
100026,1,89,2,31366.78,4391.35,12251.86,2025-08-09 04:48:25,76,4,canceled,Río Wearables 089,12,Wearables
100026,2,6,2,16426.03,657.04,6760.95,2025-08-09 04:48:25,76,4,canceled,Lago Remeras 006,6,Remeras
100026,3,17,1,21175.07,423.5,4357.83,2025-08-09 04:48:25,76,4,canceled,Río Botas 017,9,Botas
100026,4,134,3,71241.19,10686.18,42637.85,2025-08-09 04:48:25,76,4,canceled,Estilo Gorras 134,11,Gorras
100027,1,44,2,41412.58,1656.5,17045.42,2025-08-12 04:48:15,152,4,shipped,Cordillera Botas 044,9,Botas
100027,2,124,2,144899.54,14489.95,57814.92,2025-08-12 04:48:15,152,4,shipped,Cordillera Pantalones 124,7,Pantalones
100027,3,13,1,113023.4,5651.17,22548.17,2025-08-12 04:48:15,152,4,shipped,Norte Pantalones 013,7,Pantalones
100028,1,32,1,130374.31,9126.2,25462.1,2025-06-21 19:25:45,38,3,shipped,Norte Wearables 032,12,Wearables
100028,2,128,1,113281.12,7929.68,22123.8,2025-06-21 19:25:45,38,3,shipped,Norte Botas 128,9,Botas
100028,3,82,1,144884.51,0.0,30425.75,2025-06-21 19:25:45,38,3,shipped,Sur Remeras 082,6,Remeras
100029,1,50,3,121324.1,36397.23,68790.76,2025-06-12 11:52:57,216,2,shipped,Lago Mochilas 050,10,Mochilas
100030,1,56,3,11436.05,2401.57,6700.38,2025-07-10 16:13:22,4,3,paid,Estilo Zapatillas 056,8,Zapatillas
100031,1,37,1,94810.32,4740.52,18914.66,2025-08-15 21:46:12,230,4,pending,Andina Zapatillas 037,8,Zapatillas
100032,1,107,1,68677.25,6867.73,12980.0,2025-07-23 23:15:29,194,4,pending,Estilo Botas 107,9,Botas
100032,2,119,3,138670.88,41601.26,78626.39,2025-07-23 23:15:29,194,4,pending,Norte Gorras 119,11,Gorras
100032,3,36,1,14935.59,298.71,3073.74,2025-07-23 23:15:29,194,4,pending,Sur Remeras 036,6,Remeras
100033,1,1,1,112524.82,5626.24,22448.7,2025-07-30 08:10:28,214,3,shipped,Andina Remeras 001,6,Remeras
100034,1,38,2,102110.27,14295.44,39884.27,2025-06-21 21:10:38,96,1,delivered,Norte Botas 038,9,Botas
100035,1,4,1,54336.32,5433.63,10269.56,2025-08-14 12:48:08,177,3,pending,Lago Pantalones 004,7,Pantalones
100035,2,73,2,5854.93,819.69,2286.94,2025-08-14 12:48:08,177,3,pending,Cordillera Gorras 073,11,Gorras
100036,1,107,2,68677.25,0.0,28844.44,2025-08-11 22:20:03,40,2,delivered,Estilo Botas 107,9,Botas
100037,1,51,1,131464.18,0.0,27607.48,2025-08-01 15:42:04,109,1,pending,Lago Remeras 051,6,Remeras
100038,1,32,3,130374.31,7822.46,80493.1,2025-07-09 00:22:26,233,3,created,Norte Wearables 032,12,Wearables
100039,1,91,1,98655.92,9865.59,18645.97,2025-07-06 21:06:29,24,2,delivered,Cordillera Zapatillas 091,8,Zapatillas
100039,2,62,3,46149.03,13844.71,26166.5,2025-07-06 21:06:29,24,2,delivered,Pampa Pantalones 062,7,Pantalones
100039,3,18,1,131225.19,13122.52,24801.56,2025-07-06 21:06:29,24,2,delivered,Pampa Pantalones 018,7,Pantalones
100040,1,127,2,131495.54,31558.93,48600.75,2025-06-15 18:55:21,195,3,pending,Cordillera Mochilas 127,10,Mochilas
100040,2,74,3,36816.14,13253.81,20410.87,2025-06-15 18:55:21,195,3,pending,Cordillera Zapatillas 074,8,Zapatillas
100041,1,49,1,146549.87,10258.49,28621.19,2025-07-23 10:34:48,80,4,paid,Sur Zapatillas 049,8,Zapatillas
100041,2,95,1,112097.67,0.0,23540.51,2025-07-23 10:34:48,80,4,paid,Norte Zapatillas 095,8,Zapatillas
100041,3,126,3,95372.61,0.0,60084.74,2025-07-23 10:34:48,80,4,paid,Río Botas 126,9,Botas
100041,4,102,2,142400.58,28480.12,53827.42,2025-07-23 10:34:48,80,4,paid,Pampa Camperas 102,5,Camperas
100042,1,149,3,62730.25,9409.54,37544.05,2025-07-25 18:10:19,153,4,pending,Andina Mochilas 149,10,Mochilas
100042,2,103,2,30202.96,4228.41,11797.28,2025-07-25 18:10:19,153,4,pending,Norte Pantalones 103,7,Pantalones
100042,3,104,2,9732.78,1946.56,3678.99,2025-07-25 18:10:19,153,4,pending,Estilo Wearables 104,12,Wearables
100043,1,7,1,11644.54,815.12,2274.18,2025-06-07 02:29:02,161,2,created,Pampa Zapatillas 007,8,Zapatillas
100043,2,84,1,120452.95,6022.65,24030.36,2025-06-07 02:29:02,161,2,created,Pampa Botas 084,9,Botas
100043,3,25,1,15294.0,1835.28,2826.33,2025-06-07 02:29:02,161,2,created,Andina Zapatillas 025,8,Zapatillas
100043,4,134,2,71241.19,9973.77,27826.81,2025-06-07 02:29:02,161,2,created,Estilo Gorras 134,11,Gorras
100044,1,99,2,41609.37,4160.94,16602.14,2025-06-05 15:40:14,140,1,canceled,Andina Pantalones 099,7,Pantalones
100045,1,35,2,13288.96,3189.35,4911.6,2025-06-22 17:53:39,143,3,delivered,Río Camperas 035,5,Camperas
100045,2,100,2,27000.42,0.0,11340.18,2025-06-22 17:53:39,143,3,delivered,Andina Remeras 100,6,Remeras
100045,3,146,3,70778.34,14863.45,41469.03,2025-06-22 17:53:39,143,3,delivered,Lago Pantalones 146,7,Pantalones
100045,4,142,3,119648.89,35894.67,67840.92,2025-06-22 17:53:39,143,3,delivered,Pampa Mochilas 142,10,Mochilas
100046,1,61,3,69058.97,10358.85,41331.79,2025-06-08 08:53:31,89,3,shipped,Cordillera Mochilas 061,10,Mochilas
100046,2,22,3,142293.06,0.0,89644.63,2025-06-08 08:53:31,89,3,shipped,Cordillera Pantalones 022,7,Pantalones
100047,1,20,3,21220.82,1273.25,13101.73,2025-07-26 07:20:44,43,3,paid,Andina Wearables 020,12,Wearables
100047,2,74,2,36816.14,0.0,15462.78,2025-07-26 07:20:44,43,3,paid,Cordillera Zapatillas 074,8,Zapatillas
100047,3,77,3,35690.74,7495.06,20911.2,2025-07-26 07:20:44,43,3,paid,Río Gorras 077,11,Gorras
100047,4,58,3,78532.76,28271.79,43538.56,2025-07-26 07:20:44,43,3,paid,Estilo Remeras 058,6,Remeras
100048,1,130,2,56977.18,7976.81,22255.29,2025-07-15 02:47:28,146,4,shipped,Estilo Camperas 130,5,Camperas
100048,2,139,2,113384.73,4535.39,46669.15,2025-07-15 02:47:28,146,4,shipped,Río Botas 139,9,Botas
100048,3,107,2,68677.25,6867.73,27402.22,2025-07-15 02:47:28,146,4,shipped,Estilo Botas 107,9,Botas
100049,1,82,1,144884.51,17386.14,26774.66,2025-07-09 15:51:07,62,2,delivered,Sur Remeras 082,6,Remeras
100049,2,53,2,55916.19,5591.62,22310.56,2025-07-09 15:51:07,62,2,delivered,Estilo Remeras 053,6,Remeras
100049,3,74,3,36816.14,2208.97,22730.28,2025-07-09 15:51:07,62,2,delivered,Cordillera Zapatillas 074,8,Zapatillas
100049,4,66,3,30503.57,9151.07,17295.52,2025-07-09 15:51:07,62,2,delivered,Norte Gorras 066,11,Gorras
100050,1,17,2,21175.07,2117.51,8448.85,2025-06-11 11:25:44,201,1,pending,Río Botas 017,9,Botas
100050,2,24,2,40946.31,9827.11,15133.76,2025-06-11 11:25:44,201,1,pending,Pampa Wearables 024,12,Wearables
100050,3,36,1,14935.59,0.0,3136.47,2025-06-11 11:25:44,201,1,pending,Sur Remeras 036,6,Remeras
100051,1,81,2,72429.93,14485.99,27378.51,2025-06-12 08:40:05,213,3,shipped,Norte Remeras 081,6,Remeras
100052,1,14,3,36801.51,13248.54,20402.76,2025-06-03 23:29:53,184,3,delivered,Río Gorras 014,11,Gorras
100053,1,121,3,130462.79,27397.19,76438.15,2025-07-06 02:54:58,226,4,delivered,Cordillera Botas 121,9,Botas
100053,2,86,3,107559.75,22587.55,63019.26,2025-07-06 02:54:58,226,4,delivered,Cordillera Mochilas 086,10,Mochilas
100053,3,26,1,102001.78,12240.21,18849.93,2025-07-06 02:54:58,226,4,delivered,Estilo Zapatillas 026,8,Zapatillas
100053,4,67,3,71186.96,0.0,44847.78,2025-07-06 02:54:58,226,4,delivered,Pampa Zapatillas 067,8,Zapatillas
100054,1,35,2,13288.96,531.56,5469.74,2025-07-11 16:26:17,176,4,delivered,Río Camperas 035,5,Camperas
100054,2,84,2,120452.95,4818.12,49578.43,2025-07-11 16:26:17,176,4,delivered,Pampa Botas 084,9,Botas
100054,3,22,2,142293.06,14229.31,56774.93,2025-07-11 16:26:17,176,4,delivered,Cordillera Pantalones 022,7,Pantalones
100054,4,47,2,67319.07,9424.67,26294.83,2025-07-11 16:26:17,176,4,delivered,Sur Mochilas 047,10,Mochilas
100055,1,111,1,73151.51,7315.15,13825.64,2025-08-03 13:54:39,49,3,paid,Pampa Wearables 111,12,Wearables
100055,2,56,2,11436.05,2744.65,4226.76,2025-08-03 13:54:39,49,3,paid,Estilo Zapatillas 056,8,Zapatillas
100056,1,22,1,142293.06,9960.51,27789.83,2025-07-18 21:13:22,61,4,delivered,Cordillera Pantalones 022,7,Pantalones
100056,2,35,2,13288.96,3189.35,4911.6,2025-07-18 21:13:22,61,4,delivered,Río Camperas 035,5,Camperas
100056,3,102,3,142400.58,8544.03,87918.12,2025-07-18 21:13:22,61,4,delivered,Pampa Camperas 102,5,Camperas
100056,4,99,3,41609.37,8737.97,24378.93,2025-07-18 21:13:22,61,4,delivered,Andina Pantalones 099,7,Pantalones
100057,1,33,2,139345.12,13934.51,55598.7,2025-06-15 11:24:20,136,4,pending,Estilo Gorras 033,11,Gorras
100058,1,126,1,95372.61,9537.26,18025.42,2025-07-26 06:00:24,213,3,shipped,Río Botas 126,9,Botas
100058,2,113,1,41597.83,831.96,8560.83,2025-07-26 06:00:24,213,3,shipped,Río Remeras 113,6,Remeras
100058,3,39,1,50845.69,1016.91,10464.04,2025-07-26 06:00:24,213,3,shipped,Cordillera Botas 039,9,Botas
100059,1,20,1,21220.82,1485.46,4144.43,2025-08-13 06:34:27,150,1,shipped,Andina Wearables 020,12,Wearables
100059,2,25,2,15294.0,0.0,6423.48,2025-08-13 06:34:27,150,1,shipped,Andina Zapatillas 025,8,Zapatillas
100059,3,73,3,5854.93,2107.77,3245.97,2025-08-13 06:34:27,150,1,shipped,Cordillera Gorras 073,11,Gorras
100059,4,32,2,130374.31,13037.43,52019.35,2025-08-13 06:34:27,150,1,shipped,Norte Wearables 032,12,Wearables
100060,1,19,3,115564.07,34669.22,65524.83,2025-07-07 11:45:58,221,1,delivered,Río Pantalones 019,7,Pantalones
100061,1,24,2,40946.31,4094.63,16337.58,2025-08-12 21:51:27,115,4,shipped,Pampa Wearables 024,12,Wearables
100061,2,48,2,118116.86,28348.05,43655.99,2025-08-12 21:51:27,115,4,shipped,Río Remeras 048,6,Remeras
100061,3,110,1,73222.62,0.0,15376.75,2025-08-12 21:51:27,115,4,shipped,Sur Camperas 110,5,Camperas
100061,4,132,2,38667.32,5413.42,15103.46,2025-08-12 21:51:27,115,4,shipped,Sur Wearables 132,12,Wearables
100062,1,66,3,30503.57,0.0,19217.25,2025-08-12 09:13:31,106,1,shipped,Norte Gorras 066,11,Gorras
100062,2,129,1,29122.89,0.0,6115.81,2025-08-12 09:13:31,106,1,shipped,Cordillera Remeras 129,6,Remeras
100062,3,119,1,138670.88,2773.42,28538.47,2025-08-12 09:13:31,106,1,shipped,Norte Gorras 119,11,Gorras
100063,1,78,1,126062.08,2521.24,25943.58,2025-08-18 13:08:01,223,4,paid,Estilo Gorras 078,11,Gorras
100063,2,35,1,13288.96,265.78,2734.87,2025-08-18 13:08:01,223,4,paid,Río Camperas 035,5,Camperas
100063,3,29,1,121085.91,14530.31,22376.68,2025-08-18 13:08:01,223,4,paid,Río Gorras 029,11,Gorras
100063,4,49,1,146549.87,2931.0,30159.96,2025-08-18 13:08:01,223,4,paid,Sur Zapatillas 049,8,Zapatillas
100064,1,6,1,16426.03,328.52,3380.48,2025-06-19 17:15:26,23,3,delivered,Lago Remeras 006,6,Remeras
100064,2,40,3,82956.99,29864.52,45991.36,2025-06-19 17:15:26,23,3,delivered,Pampa Remeras 040,6,Remeras
100064,3,114,2,12859.59,1800.34,5022.96,2025-06-19 17:15:26,23,3,delivered,Lago Wearables 114,12,Wearables
100064,4,6,2,16426.03,3285.21,6209.04,2025-06-19 17:15:26,23,3,delivered,Lago Remeras 006,6,Remeras
100065,1,69,3,116042.98,24369.03,67989.58,2025-07-11 20:08:36,16,1,shipped,Estilo Zapatillas 069,8,Zapatillas
100066,1,73,3,5854.93,2107.77,3245.97,2025-06-21 22:38:26,189,3,delivered,Cordillera Gorras 073,11,Gorras
100066,2,23,3,108377.6,22759.3,63498.44,2025-06-21 22:38:26,189,3,delivered,Norte Zapatillas 023,8,Zapatillas
100067,1,132,3,38667.32,13920.24,21437.16,2025-08-11 09:44:20,201,3,delivered,Sur Wearables 132,12,Wearables
100067,2,27,3,122087.06,0.0,76914.85,2025-08-11 09:44:20,201,3,delivered,Cordillera Zapatillas 027,8,Zapatillas
100068,1,122,2,140263.58,14026.36,55965.17,2025-07-24 00:14:23,218,2,shipped,Cordillera Gorras 122,11,Gorras
100068,2,130,1,56977.18,0.0,11965.21,2025-07-24 00:14:23,218,2,shipped,Estilo Camperas 130,5,Camperas
100069,1,112,1,101074.61,7075.22,19739.87,2025-07-11 14:37:25,242,1,pending,Estilo Wearables 112,12,Wearables
100069,2,10,3,148480.89,53453.12,82317.81,2025-07-11 14:37:25,242,1,pending,Estilo Gorras 010,11,Gorras
100070,1,72,3,14028.53,4208.56,7954.18,2025-07-11 12:31:49,180,3,delivered,Lago Wearables 072,12,Wearables
100071,1,16,2,91403.82,9140.38,36470.12,2025-07-09 15:23:30,8,3,paid,Lago Gorras 016,11,Gorras
100072,1,90,2,79910.95,7991.1,31884.47,2025-07-01 21:10:30,147,1,shipped,Andina Botas 090,9,Botas
100072,2,147,3,99963.68,5997.82,61717.58,2025-07-01 21:10:30,147,1,shipped,Lago Pantalones 147,7,Pantalones
100073,1,42,1,141144.85,14114.49,26676.38,2025-07-27 17:49:25,150,4,shipped,Pampa Botas 042,9,Botas
100073,2,33,2,139345.12,33442.83,51501.96,2025-07-27 17:49:25,150,4,shipped,Estilo Gorras 033,11,Gorras
100073,3,118,1,126034.97,15124.2,23291.26,2025-07-27 17:49:25,150,4,shipped,Lago Botas 118,9,Botas
100073,4,132,3,38667.32,0.0,24360.41,2025-07-27 17:49:25,150,4,shipped,Sur Wearables 132,12,Wearables
100074,1,1,1,112524.82,11252.48,21267.19,2025-06-28 06:39:56,240,3,delivered,Andina Remeras 001,6,Remeras
100074,2,90,1,79910.95,0.0,16781.3,2025-06-28 06:39:56,240,3,delivered,Andina Botas 090,9,Botas
100074,3,107,2,68677.25,13735.45,25960.0,2025-06-28 06:39:56,240,3,delivered,Estilo Botas 107,9,Botas
100074,4,80,3,126688.18,26604.52,74226.6,2025-06-28 06:39:56,240,3,delivered,Norte Zapatillas 080,8,Zapatillas
100075,1,144,3,98909.6,0.0,62313.05,2025-08-13 22:56:29,222,2,delivered,Norte Mochilas 144,10,Mochilas
100075,2,144,1,98909.6,1978.19,20355.6,2025-08-13 22:56:29,222,2,delivered,Norte Mochilas 144,10,Mochilas
100075,3,139,3,113384.73,0.0,71432.38,2025-08-13 22:56:29,222,2,delivered,Río Botas 139,9,Botas
100076,1,37,1,94810.32,4740.52,18914.66,2025-08-09 06:07:20,24,1,canceled,Andina Zapatillas 037,8,Zapatillas
100076,2,23,1,108377.6,5418.88,21621.33,2025-08-09 06:07:20,24,1,canceled,Norte Zapatillas 023,8,Zapatillas
100076,3,105,3,119235.06,7154.1,73615.73,2025-08-09 06:07:20,24,1,canceled,Estilo Zapatillas 105,8,Zapatillas
100077,1,31,1,145504.46,2910.09,29944.82,2025-07-12 09:23:27,26,3,pending,Andina Camperas 031,5,Camperas
100077,2,62,3,46149.03,13844.71,26166.5,2025-07-12 09:23:27,26,3,pending,Pampa Pantalones 062,7,Pantalones
100077,3,61,2,69058.97,13811.79,26104.29,2025-07-12 09:23:27,26,3,pending,Cordillera Mochilas 061,10,Mochilas
100077,4,130,2,56977.18,0.0,23930.42,2025-07-12 09:23:27,26,3,pending,Estilo Camperas 130,5,Camperas
100078,1,64,3,71035.34,25572.72,39381.99,2025-06-03 09:47:59,163,2,delivered,Pampa Wearables 064,12,Wearables
100079,1,55,3,110639.03,33191.71,62732.33,2025-07-03 13:50:27,239,4,paid,Río Gorras 055,11,Gorras
100079,2,73,1,5854.93,117.1,1204.94,2025-07-03 13:50:27,239,4,paid,Cordillera Gorras 073,11,Gorras
100079,3,137,3,97309.59,0.0,61305.04,2025-07-03 13:50:27,239,4,paid,Norte Mochilas 137,10,Mochilas
100080,1,63,3,37572.9,5635.94,22487.38,2025-08-30 16:28:58,243,3,shipped,Estilo Zapatillas 063,8,Zapatillas
100080,2,88,1,113819.06,7967.33,22228.86,2025-08-30 16:28:58,243,3,shipped,Norte Wearables 088,12,Wearables
100080,3,85,1,78364.31,9403.72,14481.72,2025-08-30 16:28:58,243,3,shipped,Pampa Mochilas 085,10,Mochilas
100081,1,119,2,138670.88,5546.84,57076.93,2025-08-29 00:18:25,92,4,paid,Norte Gorras 119,11,Gorras
100082,1,72,2,14028.53,3366.85,5184.94,2025-08-03 13:12:59,207,2,paid,Lago Wearables 072,12,Wearables
100083,1,67,3,71186.96,4271.22,43950.83,2025-06-17 02:22:06,50,2,pending,Pampa Zapatillas 067,8,Zapatillas
100083,2,134,3,71241.19,10686.18,42637.85,2025-06-17 02:22:06,50,2,pending,Estilo Gorras 134,11,Gorras
100084,1,111,2,73151.51,7315.15,29187.45,2025-08-23 01:53:17,1,4,shipped,Pampa Wearables 111,12,Wearables
100084,2,32,3,130374.31,39112.29,73922.23,2025-08-23 01:53:17,1,4,shipped,Norte Wearables 032,12,Wearables
100084,3,120,2,140466.02,14046.6,56045.94,2025-08-23 01:53:17,1,4,shipped,Río Gorras 120,11,Gorras
100085,1,65,1,62949.67,0.0,13219.43,2025-06-04 21:34:24,25,1,shipped,Cordillera Gorras 065,11,Gorras
100085,2,122,1,140263.58,7013.18,27982.58,2025-06-04 21:34:24,25,1,shipped,Cordillera Gorras 122,11,Gorras
100085,3,14,2,36801.51,7360.3,13910.97,2025-06-04 21:34:24,25,1,shipped,Río Gorras 014,11,Gorras
100086,1,60,3,84450.9,30402.32,46819.58,2025-07-22 03:29:20,14,3,delivered,Lago Botas 060,9,Botas
100086,2,3,2,36963.89,5174.94,14438.1,2025-07-22 03:29:20,14,3,delivered,Lago Zapatillas 003,8,Zapatillas
100086,3,119,2,138670.88,27734.18,52417.59,2025-07-22 03:29:20,14,3,delivered,Norte Gorras 119,11,Gorras
100086,4,26,2,102001.78,24480.43,37699.86,2025-07-22 03:29:20,14,3,delivered,Estilo Zapatillas 026,8,Zapatillas
100087,1,121,2,130462.79,26092.56,49314.93,2025-08-09 05:18:07,132,3,paid,Cordillera Botas 121,9,Botas
100087,2,88,2,113819.06,11381.91,45413.8,2025-08-09 05:18:07,132,3,paid,Norte Wearables 088,12,Wearables
100088,1,18,2,131225.19,5249.01,54012.29,2025-06-26 23:19:18,109,3,paid,Pampa Pantalones 018,7,Pantalones
100088,2,122,3,140263.58,50494.89,77762.13,2025-06-26 23:19:18,109,3,paid,Cordillera Gorras 122,11,Gorras
100089,1,127,1,131495.54,0.0,27614.06,2025-06-14 16:32:26,77,4,paid,Cordillera Mochilas 127,10,Mochilas
100090,1,48,1,118116.86,5905.84,23564.31,2025-07-19 07:28:31,197,3,delivered,Río Remeras 048,6,Remeras
100090,2,3,1,36963.89,1848.19,7374.3,2025-07-19 07:28:31,197,3,delivered,Lago Zapatillas 003,8,Zapatillas
